station_name,street_address,city,state,zip_code,latitude,longitude,access_code,facility_type,network,connector_types,level1_count,level2_count,dc_fast_count,pricing,hours,date_last_confirmed,updated_at,station_phone,owner_type,federal_agency,open_date,cards_accepted,bd_blends,groups_with_access_code,hydrogen_standards,maximum_vehicle_class,country,intersection_directions,plus4
100 HAMILTON NARYA,100 Hamilton Ave,Palo Alto,CA,94301,37.442587,-122.162068,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:03:39Z,888-758-4389,,,2022-05-24,,,Public,,,US,"Parking Garage, 1st Floor",
[028541] SCSB Hesperia,17320 Main St,Hesperia,CA,92345,34.41929,-117.285188,public,,Blink Network,['J1772'],0,2,0,Free,24 hours daily,2025-10-02,2025-10-02T00:40:38Z,888-998-2546,,,2022-05-24,,,Public,,,US,,
ROW DTLA 1ST FLR 02,787 Alameda St,Los Angeles,CA,90021,34.033325,-118.240946,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:01:54Z,888-758-4389,,,2022-05-25,,,Public,,,US,Stations are on the Ground Floor of the parking structure.,
THE VINEYARDS VAPR NORTH 5,20065 W. Rinaldi St,Los Angeles,CA,91326,34.275593,-118.571881,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:32:57Z,888-758-4389,,,2022-05-25,,,Public,,,US,,
HILTON SAN FRAN STATION 6,600 Airport Blvd,Burlingame,CA,94010,37.589908,-122.343103,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:52:06Z,888-758-4389,,,2022-05-25,,,Public,,,US,Garage Level,
HILTON SAN FRAN STATION 5,600 Airport Blvd,Burlingame,CA,94010,37.589902,-122.343167,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:52:06Z,888-758-4389,,,2022-05-25,,,Public,,,US,Garage Level,
HILTON SAN FRAN STATION 4,600 Airport Blvd,Burlingame,CA,94010,37.589929,-122.343146,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:52:07Z,888-758-4389,,,2022-05-25,,,Public,,,US,Garage Level,
HILTON SAN FRAN STATION 3,600 Airport Blvd,Burlingame,CA,94010,37.589888,-122.343146,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:52:07Z,888-758-4389,,,2022-05-25,,,Public,,,US,Garage Level,
HILTON SAN FRAN STATION 2,600 Airport Blvd.,Burlingame,CA,94010,37.589505,-122.343423,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T01:54:34Z,888-758-4389,,,2022-05-25,,,Public,,,US,Hotel Entrance Driveway,
HILTON SAN FRAN STATION 1,600 Airport Blvd.,Burlingame,CA,94010,37.589909,-122.34315,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T01:54:34Z,888-758-4389,,,2022-05-25,,,Public,,,US,Hotel Entrance Driveway,
COAST COLLEGES COASTCOMMUNITY4,Monitor Way,Costa Mesa,CA,92626,33.673929,-117.912879,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:00:51Z,888-758-4389,,,2022-05-25,,,Public,,,US,,
COAST COLLEGES COASTCOMMUNITY3,Monitor Way,Costa Mesa,CA,92626,33.67385,-117.913002,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:00:52Z,888-758-4389,,,2022-05-25,,,Public,,,US,,
COAST COLLEGES COASTCOMMUNITY1,Monitor Way,Costa Mesa,CA,92626,33.673916,-117.913126,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:00:52Z,888-758-4389,,,2022-05-25,,,Public,,,US,,
COAST COLLEGES COASTCOMMUNITY5,2701 Fairview Rd,Costa Mesa,CA,92626,33.672722,-117.912331,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:00:52Z,888-758-4389,,,2022-05-25,,,Public,,,US,,
"BOA North Santa Barbara CA6-121 (Santa Barbara, CA",3790 State St.,Santa Barbara,CA,93105,34.44092,-119.74609,public,,Electrify America,['J1772COMBO'],0,0,4,,24 hours daily,2025-10-02,2025-10-02T03:51:51Z,833-632-2778,,,2022-05-25,,,Public,,,US,,
14311 Addison St,14311 Addison St,Los Angeles,CA,91423,34.1612805,-118.4448241,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:36Z,888-356-8911,,,2022-05-25,,,Public,,,US,,
19235 Saticoy St,19235 Saticoy St,Los Angeles,CA,91335,34.2084514,-118.5526026,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:47Z,888-356-8911,,,2022-05-25,,,Public,,,US,,
14316 Huston St,14316 Huston St,Los Angeles,CA,91423,34.1594655,-118.4448349,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:43Z,888-356-8911,,,2022-05-25,,,Public,,,US,,
PF CA BSP MBC,765 Baywood Dr,Petaluma,CA,94954,38.231471,-122.612626,public,PARKING_LOT,POWERFLEX,['J1772'],0,10,0,,24 hours daily,2025-05-12,2025-05-12T16:15:59Z,833-479-7359,P,,2022-05-01,ACCOUNT_BALANCE CREDIT,,Public - Credit card at all times,,LD,US,,
ALTABATESSUMMIT PCP GAR 4F-N,435 Hawthorne Ave PCP Garage,Oakland,CA,94609,37.820499,-122.265422,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:38:12Z,888-758-4389,,,2022-05-26,,,Public,,,US,Gateway,
CNTYOFRIVERSIDE STATION 2,8832 Mission Blvd,Riverside,CA,92509,34.01093,-117.476267,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:01:46Z,888-758-4389,,,2022-05-26,,,Public,,,US,,
21718 Devonshire St,21718 Devonshire St,Los Angeles,CA,91311,34.2571808,-118.6023749,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:57:20Z,888-356-8911,,,2022-05-26,,,Public,,,US,,
AERO LONG BEACH 3880 KAW 01,3880 Kilroy Airport Way,Long Beach,CA,90806,33.808939,-118.145619,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T00:54:47Z,888-758-4389,,,2022-05-27,,,Public,,,US,"Accessible Station, Please Use Last.  Station is in front of the 3880 Kilroy Airport Way Building.",
Cabrillo Marine Aquarium,3720 Stephen M White Dr,San Pedro,CA,90731,33.7114550324512,-118.285057093672,public,PARKING_LOT,Non-Networked,['J1772'],0,2,0,Free,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,310-548-7562,P,,2022-05-20,,,Public - Credit card at all times,,LD,US,,
Harbor College Parking,1599 W L St,Wilmington,CA,90744,33.7850424684513,-118.286273078423,public,PARKING_GARAGE,Non-Networked,['J1772'],0,4,0,Free,24 hours daily; students and staff given priority,2024-08-15,2025-02-12T00:16:32Z,310-233-4000,P,,2022-05-20,,,Public - Credit card at all times,,LD,US,,
DCH Toyota of Torrance,2909 CA-1,Torrance,CA,90505,33.795939618524,-118.337817784362,public,CAR_DEALER,Non-Networked,['J1772'],0,2,0,Free,24 hours daily; customers only,2024-08-15,2025-02-12T00:16:32Z,424-271-2340,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
AutoNation Ford Torrance,3111 Pacific Coast Hwy,Torrance,CA,90505,33.7980680939248,-118.340035343182,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,,P,,2022-05-20,,,Private,,LD,US,,
Mercedes-Benz of South Bay,3311 Pacific Coast Hwy,Torrance,CA,90505,33.8008731074676,-118.343692072875,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,24 hours daily; customers only,2024-08-15,2025-02-12T00:16:32Z,310-513-5300,P,,2022-05-20,A D Debit M Speedway V,,Public - Credit card at all times,,LD,US,,
Beach Cities Orthopedics Patient and Employee Lot,2990 Lomita Blvd,Torrance,CA,90505,33.8094767562822,-118.339246663061,public,PARKING_LOT,Non-Networked,['J1772'],0,2,0,Free,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,310-546-3461,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
WIN Chevrolet,2201 E 223rd St,Carson,CA,90810,33.8245902429261,-118.235555501138,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,24 hours daily; dealership customers only,2024-08-15,2025-02-12T00:16:32Z,877-476-6172,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
WIN Hyundai Carson,2205 E 223rd St,Carson,CA,90810,33.8252225271161,-118.233990211045,public,CAR_DEALER,Non-Networked,['J1772'],0,2,0,Free,24 hours daily; call ahead to schedule,2024-08-15,2025-02-12T00:16:32Z,310-971-2114,P,,2022-05-20,,,Public - Call ahead,,LD,US,,
California State University Dominguez Hills - Lot 3,830-882 E Victoria St,Carson,CA,90746,33.8664890443576,-118.259720261193,public,COLLEGE_CAMPUS,Non-Networked,['J1772'],0,6,0,Free with valid permit,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Delillo Chevrolet,18211 Beach Blvd,Huntington Beach,CA,92648,33.6982678698343,-117.989623243145,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,24 hours daily; customers only,2024-08-15,2025-02-12T00:16:32Z,714-845-7987,P,,2022-05-20,,,Public - Credit card at all times,,LD,US,,
McKenna Volkswagen,18711 Beach Blvd,Huntington Beach,CA,92648,33.6908567822556,-117.989329720202,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,24 hours daily; customers only,2024-08-15,2025-02-12T00:16:32Z,714-907-4142,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
The Waterfront Beach Resort - Hilton Hotel,21100 Pacific Coast Hwy,Huntington Beach,CA,92648,33.6533089007657,-117.994003956366,public,HOTEL,Non-Networked,['J1772'],0,1,0,Free,24 hours daily; parking fee,2024-08-15,2025-02-12T00:16:32Z,714-845-8000,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
RVCA,960 W 16th St,Costa Mesa,CA,92627,33.6330433597842,-117.938592002897,public,PARKING_LOT,Non-Networked,['J1772'],0,2,0,,24 hours daily,2024-10-11,2025-02-12T00:16:32Z,949-548-6223,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Robins Ford,2060 Harbor Blvd,Costa Mesa,CA,92627,33.6493803655844,-117.918687322178,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,24 hours daily; ask dealership to use,2025-07-03,2025-07-03T19:15:09Z,949-642-0010,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
South Coast Toyota,1966 Harbor Blvd,Costa Mesa,CA,92627,33.645980461296,-117.91817660888,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,,P,,2022-05-20,A D Debit M V,,Private - Credit card at all times,,LD,US,,
Fletcher Jones Motorcars,3300 Jamboree Rd,Newport Beach,CA,92660,33.6527762616268,-117.865432436705,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,Service customer use only,2025-07-03,2025-07-03T19:15:09Z,,P,,2022-05-20,A D Debit M V,,Private - Credit card at all times,,LD,US,,
Hyatt Regency John Wayne Airport,4545 MacArthur Blvd,Newport Beach,CA,92660,33.6685477368665,-117.865225288881,public,HOTEL,Non-Networked,['J1772'],0,5,0,,24 hours daily; customer use only,2025-07-03,2025-07-03T19:15:09Z,949-975-1234,P,,2022-05-20,A D Debit M V,,TEMPORARILY UNAVAILABLE (Public - Credit card at all times),,LD,US,,
Mess Hall Parking Structure,1770 Flight Wy,Irvine,CA,92606,33.7036070023348,-117.837716840279,private,PARKING_GARAGE,Non-Networked,['J1772'],0,10,0,,24 hours daily,2022-06-14,2025-03-19T19:35:02Z,,P,,2022-05-20,,,Private,,LD,US,,
Tustin Toyota Giant Used Car Center,44 Auto Center Dr,Tustin,CA,92782,33.724183885064,-117.799656492724,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,24 hours daily; Dealership use only,2025-07-03,2025-07-03T19:15:09Z,877-360-7744,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Tuttle-Click's Tustin Chrysler Jeep Dodge Ram,40 Auto Center Dr,Tustin,CA,92782,33.7254160031548,-117.80079747716,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,24 hours daily; Dealership use only,2025-07-03,2025-07-03T19:15:09Z,714-604-2369,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Tustin Toyota,36 Auto Center Dr,Tustin,CA,92782,33.7258177371073,-117.801666994678,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,24 hours daily; Dealership use only,2025-07-03,2025-07-03T19:15:09Z,714-602-5311,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Tustin Hyundai,16 Auto Center Dr,Tustin,CA,92782,33.7268107087371,-117.796967447173,private,CAR_DEALER,Non-Networked,['J1772'],0,2,0,,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,,P,,2022-05-20,A D Debit M V,,Private - Credit card at all times,,LD,US,,
Office Building,7700 Irvine Center Dr,Irvine,CA,92616,33.6585222882821,-117.750752484215,private,OFFICE_BLDG,Non-Networked,['J1772'],0,14,0,,24 hours daily,2022-06-14,2023-02-15T22:45:41Z,,P,,2022-05-20,,,Private,,LD,US,,
Central Park Los Olivos Parking Lot,13104 Pintado,Irvine,CA,92618,33.6439015521572,-117.74989501777,public,PARKING_LOT,Non-Networked,['J1772'],0,1,0,,24 hours daily,2022-06-14,2025-02-13T19:43:58Z,,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Kia of Irvine,45 Oldfield,Irvine,CA,92618,33.6358367379311,-117.721697702415,private,CAR_DEALER,Non-Networked,['J1772'],0,2,0,,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,,P,,2022-05-20,A D Debit M V,,Private - Credit card at all times,,LD,US,,
Tuttle-Click Ford,43 Auto Center Dr,Irvine,CA,92618,33.6350371820841,-117.723338602817,private,CAR_DEALER,Non-Networked,['J1772'],0,2,0,,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,,P,,2022-05-20,A D Debit M V,,Private - Credit card at all times,,LD,US,,
Tuttle-Click Hyundai,38 Center Dr,Irvine,CA,92618,33.6343264009217,-117.723471765437,public,CAR_DEALER,Non-Networked,['J1772'],0,2,0,,24 hours daily; Customer use only,2025-07-03,2025-07-03T19:15:09Z,949-272-0327,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Simpson Chevrolet Service Center,21 Auto Center Dr,Irvine,CA,92618,33.6306240809423,-117.719658704725,private,CAR_DEALER,Non-Networked,['J1772'],0,3,0,,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,,P,,2022-05-20,,,Private,,LD,US,,
SpringHill Suites by Marriott Irvine Lake Forest,23632 Rockfield Blvd,Lake Forest,CA,92630,33.6291652050168,-117.71858689135,public,HOTEL,Non-Networked,"['J1772', 'TESLA']",0,3,0,,24 hours daily; For customers only,2025-07-03,2025-07-03T19:15:09Z,949-951-1019,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
TownePlace Suites by Marriott Irvine Lake Forest,23150 Lake Center Dr,Lake Forest,CA,92630,33.6262659312908,-117.716192094904,public,HOTEL,Non-Networked,"['J1772', 'TESLA']",0,3,0,,24 hours daily; For customers only,2025-07-03,2025-07-03T19:15:09Z,949-461-0470,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Tuttle Click's Capistrano Ford,33301 Camino Capistrano,San Juan Capistrano,CA,92675,33.479482,-117.672996,public,PUBLIC,FORD_CHARGE,['J1772COMBO'],0,0,4,,Mon: 6:00am-9:00pm; Tue: 6:00am-9:00pm; Wed: 6:00am-9:00pm; Thu: 6:00am-9:00pm; Fri: 6:00am-9:00pm; Sat: 6:00am-9:00pm; Sun: 6:00am-9:00pm,2025-10-02,2025-10-02T06:30:25Z,888-357-1009,,,2022-05-20,A ANDROID_PAY APPLE_PAY CREDIT D Debit M V,,Public,,,US,,
Rainbow Sandals,326 Calle de Los Molinos C,San Clemente,CA,92672,33.4365400813526,-117.62457432553,public,SHOPPING_CENTER,Non-Networked,"['J1772', 'TESLA']",0,2,0,,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,949-492-4930,P,,2022-05-20,A D Debit M V,,TEMPORARILY UNAVAILABLE (Public - Credit card at all times),,LD,US,,
Lake Elsinore Public Works,521 N Langstaff St,Lake Elsinore,CA,92530,33.6775756322614,-117.327954035976,private,MUNI_GOV,Non-Networked,['J1772'],0,2,0,,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,,P,,2022-05-20,A D Debit M V,,Private - Credit card at all times,,LD,US,,
Anderson Chevrolet,31201 Auto Center Dr,Lake Elsinore,CA,92530,33.666499627121,-117.308886317617,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,,P,,2022-05-20,A D Debit M V,,Private - Credit card at all times,,LD,US,,
Lake Elsinore Ford,31500 Auto Center Dr,Lake Elsinore,CA,92530,33.6648962420633,-117.303756017957,private,CAR_DEALER,Non-Networked,['J1772'],0,2,0,,24 hours daily,2025-07-03,2025-07-03T19:15:09Z,,P,,2022-05-20,A D Debit M V,,Private - Credit card at all times,,LD,US,,
Staybridge Suites Temecula - Wine Country,27500 Jefferson Ave,Temecula,CA,92590,33.5193119743185,-117.162606271679,public,HOTEL,Non-Networked,"['J1772', 'TESLA']",0,4,0,,24 hours daily; Customer use only,2025-07-03,2025-07-03T19:15:09Z,951-587-4248,P,,2022-05-20,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Khan Korean BBQ - Tesla Supercharger,330 Wake Avenue,El Centro,CA,92243,32.773096,-115.550303,public,PARKING_LOT,Tesla,['TESLA'],0,0,8,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z,877-798-3752,P,,2022-05-20,A D Debit M V,,Public,,LD,US,,
South Coast Plaza,3333 Bristol Street,Costa Mesa,CA,92626,33.68844,-117.88783,public,,SHELL_RECHARGE,['J1772'],0,2,0,,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,2025-10-02,2025-10-02T03:46:08Z,855-900-7584,,,2022-05-20,,,Public,,LD,US,,
Kohls - Monrovia,504 W Huntington Dr,Monrovia,CA,91016,34.139254,-118.010485,public,,SHELL_RECHARGE,['J1772'],0,2,0,,Mon: 8:00am-10:00pm; Tue: 8:00am-10:00pm; Wed: 8:00am-10:00pm; Thu: 8:00am-10:00pm; Fri: 8:00am-10:00pm; Sat: 8:00am-10:00pm; Sun: 8:00am-10:00pm,2025-10-02,2025-10-02T03:43:49Z,855-900-7584,,,2022-05-20,,,Public,,LD,US,,
Staybridge,1660 Barranca Parkway,Irvine,CA,92606,33.70362186,-117.8409169,public,,EVGATEWAY,['J1772'],0,4,0,,24 hours daily,2025-10-02,2025-10-02T05:49:14Z,949-945-2000,,,2022-05-20,,,Public,,,US,,
725 POTTER 725 #1,725 Potter St,Berkeley,CA,94710,37.85118,-122.294971,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:05:52Z,888-758-4389,,,2022-05-27,,,Public,,,US,,
725 POTTER 725 #2,725 Potter St,Berkeley,CA,94710,37.851112,-122.294926,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:06:42Z,888-758-4389,,,2022-05-27,,,Public,,,US,,
1 CULVER STATION 3,10000 Washington Blvd,Culver City,CA,90232,34.020698,-118.397589,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:18:44Z,888-758-4389,,,2022-05-27,,,Public,,,US,,
1 CULVER STATION 5,10000 Washington Blvd,Culver City,CA,90232,34.020602,-118.397652,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:18:45Z,888-758-4389,,,2022-05-27,,,Public,,,US,,
1 CULVER STATION 2,10000 Washington Blvd,Culver City,CA,90232,34.020684,-118.397947,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:18:45Z,888-758-4389,,,2022-05-27,,,Public,,,US,,
DC CORRIDOR OAKHURST L2,40050 CA-49,Oakhurst,CA,93644,37.331856,-119.658787,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:22:38Z,888-758-4389,,,2022-05-27,,,Public,,,US,Near Jack in the Box,
302 Washington Blvd,302 Washington Blvd,Los Angeles,CA,90292,33.9804787,-118.4646084,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:57:20Z,888-356-8911,,,2022-05-27,,,Public,,,US,,
5451 Playa Vista Dr,5451 Playa Vista Dr,Los Angeles,CA,90094,33.9710272,-118.4264896,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:46Z,888-356-8911,,,2022-05-27,,,Public,,,US,,
2225 S Barrington Ave,2225 S Barrington Ave,Los Angeles,CA,90064,34.0336523,-118.4472366,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:55Z,888-356-8911,,,2022-05-27,,,Public,,,US,,
22813 Vanowen St,22813 Vanowen St,Los Angeles,CA,91307,34.1937297,-118.6247309,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:37Z,888-356-8911,,,2022-05-27,,,Public,,,US,,
11140 Rose Ave,11140 Rose Ave,Los Angeles,CA,90034,34.0215522,-118.4232845,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:57:26Z,888-356-8911,,,2022-05-27,,,Public,,,US,,
2609 S Barrington Ave,2609 S Barrington Ave,Los Angeles,CA,90064,34.0272045,-118.4421559,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:42Z,888-356-8911,,,2022-05-27,,,Public,,,US,,
Subaru of San Bernardino,645 Auto Center Dr,San Bernardino,CA,92408,34.072692,-117.297132,public,,Blink Network,['J1772'],0,1,0,Free,24 hours daily,2025-10-02,2025-10-02T00:10:24Z,888-998-2546,,,2022-05-27,,,Public,,,US,,
KOLL CENTER 4400 EV1,4400 MacArthur Blvd,Newport Beach,CA,92660,33.665275,-117.863497,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:25:54Z,888-758-4389,,,2022-05-28,,,Public,,,US,Parking Rates Apply.,
KOLL CENTER 4400 EV2,4400 MacArthur Blvd,Newport Beach,CA,92660,33.665223,-117.863488,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:25:54Z,888-758-4389,,,2022-05-28,,,Public,,,US,Parking Rates Apply.,
CITY OF DUBLIN HERITAGE LEFT,6600 Donlon Way,Dublin,CA,94568,37.700686,-121.938214,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:01:33Z,888-758-4389,,,2022-05-28,,,Public,,,US,,
CITY OF DUBLIN HERITAGE RIGHT,6600 Donlon Way,Dublin,CA,94568,37.70081,-121.938289,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:01:33Z,888-758-4389,,,2022-05-28,,,Public,,,US,,
CA Dealership - Fresno Buick GMC,5515 N Blackstone Ave,Fresno,CA,93710,36.81892,-119.79229,public,,FLO,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-10-02,2025-10-02T04:56:57Z,888-356-8911,,,2022-05-28,,,Public,,,US,,
Educational Cultural Complex,4343 Ocean View Blvd.,San Diego,CA,92113,32.699574,-117.101727,public,,Blink Network,['J1772'],0,4,0,Free,24 hours daily,2025-10-02,2025-10-02T00:39:18Z,888-998-2546,,,2022-05-27,,,Public,,,US,,
CNTYOFRIVERSIDE STATION 21,8832 Mission Blvd,Riverside,CA,92509,34.010942,-117.476063,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:01:45Z,888-758-4389,,,2022-05-30,,,Public,,,US,,
CNTYOFRIVERSIDE STATION 20,8832 Mission Blvd,Riverside,CA,92509,34.010942,-117.476211,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:01:46Z,888-758-4389,,,2022-05-30,,,Public,,,US,,
4519 S Centinela Ave,4519 S Centinela,Los Angeles,CA,90066,33.9925526,-118.4230292,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:57:22Z,888-356-8911,,,2022-06-01,,,Public,,,US,,
